00,256,0,0.008004000
00,256,256,0.003998000
00,256,0,0.002003000
00,0,256,0.002011000
00,256,0,0.002001000
00,0,256,0.001985000
00,256,0,0.002040000
00,0,256,0.001960000
00,256,0,0.003998000
00,256,256,0.008002000
00,256,256,0.005998000
00,256,0,0.022002000
00,0,256,0.047997000
00,256,0,0.020085000
00,256,0,0.005935000
00,0,256,0.005975000
00,256,0,0.006005000
00,256,0,0.003998000
00,0,256,0.006025000
00,256,0,0.007996000
00,0,256,0.001981000
00,256,0,0.008017000
00,256,256,0.011985000
00,256,0,0.009999000
00,256,0,0.005999000
00,256,0,0.020043000
00,0,256,0.007958000
00,256,0,0.018034000
00,256,256,0.011974000
00,256,0,0.008018000
00,256,0,0.005995000
00,0,256,0.005998000
00,256,0,0.003980000
00,0,256,0.003999000
00,256,0,0.002025000
00,256,256,0.014049000
00,256,0,0.001980000
00,0,256,0.011950000
00,256,0,0.010062000
00,256,0,0.001991000
00,0,256,0.007950000
00,256,0,0.010038000
00,0,256,0.003957000
00,256,0,0.020001000
00,256,256,0.018000000
00,0,256,0.010002000
00,256,0,0.033998000
00,256,0,0.007996000
00,0,256,0.002003000
00,256,0,0.008003000
00,256,0,0.002002000
00,0,256,0.003994000
00,256,0,0.004018000
00,0,256,0.002002000
00,256,0,0.001996000
00,256,0,0.001980000
00,0,256,0.006000000
00,256,256,0.002001000
00,256,256,0.004001000
00,256,0,0.004004000
00,256,256,0.003996000
00,256,256,0.002019000
00,256,256,0.004015000
00,256,0,0.003967000
00,256,256,0.004021000
00,256,256,0.003974000
00,256,256,0.004001000
00,256,0,0.002022000
00,256,0,0.002002000
00,0,256,0.001977000
00,256,0,0.004005000
00,256,256,0.004001000
00,256,0,0.001998000
00,0,256,0.002072000
00,256,0,0.001940000
00,256,0,0.002043000
00,256,256,0.005965000
00,256,256,0.001998000
00,256,0,0.002001000
00,0,256,0.001982000
00,256,0,0.003999000
00,0,256,0.002001000
00,256,0,0.002002000
00,256,0,0.002003000
00,0,256,0.001994000
00,256,0,0.004017000
00,256,256,0.003997000
00,256,0,0.004001000
00,0,256,0.002002000
00,256,0,0.005999000
00,256,0,0.003983000
00,0,256,0.002019000
00,256,0,0.005983000
00,256,256,0.016003000
00,256,0,0.016032000
00,256,0,0.001969000
00,0,256,0.003993000
00,256,0,0.004017000
00,0,256,0.008006000
00,256,0,0.003979000
00,256,0,0.006023000
00,0,256,0.001979000
00,256,0,0.006022000
00,256,256,0.007994000
00,256,0,0.002004000
00,0,256,0.001998000
00,256,0,0.005997000
00,0,256,0.002003000
00,256,0,0.003982000
00,0,256,0.001999000
00,256,0,0.008061000
00,256,256,0.005938000
00,256,0,0.002039000
00,0,256,0.001961000
00,256,256,0.008014000
00,256,0,0.001994000
00,0,256,0.001998000
00,256,0,0.005995000
00,0,256,0.002000000
00,512,256,0.008000000
00,0,256,0.004000000
00,256,0,0.004000000
00,256,256,0.003997000
00,256,256,0.002021000
00,256,0,0.006000000
00,256,0,0.001984000
00,0,256,0.002020000
00,0,256,0.003994000
00,512,0,0.002001000
00,0,256,0.001983000
00,256,0,0.003996000
00,0,256,0.002021000
00,256,0,0.001981000
00,256,256,0.004013000
00,256,0,0.002006000
00,256,256,0.004000000
00,0,256,0.001986000
00,256,0,0.005997000
00,256,256,0.006036000
00,256,256,0.003960000
00,256,0,0.002023000
00,0,256,0.001980000
00,256,0,0.002018000
00,256,256,0.003999000
00,256,256,0.005999000
00,256,0,0.003984000
00,256,256,0.003998000
00,256,256,0.002001000
00,256,0,0.002026000
00,0,256,0.001974000
00,256,0,0.004026000
00,256,0,0.002002000
00,0,256,0.002006000
00,256,256,0.003994000
00,256,0,0.003969000
00,256,0,0.002004000
00,0,256,0.001998000
00,256,0,0.002007000
00,256,0,0.001993000
00,0,256,0.002051000
00,0,256,0.001968000
00,256,0,0.004000000
00,256,256,0.008011000
00,256,0,0.001970000
00,0,256,0.001999000
00,256,0,0.004018000
00,256,0,0.005985000
00,256,256,0.006001000
00,256,256,0.002004000
00,256,0,0.002022000
00,0,256,0.001976000
00,256,0,0.003994000
00,0,256,0.004001000
00,256,0,0.002028000
00,256,0,0.002018000
00,0,256,0.001958000
00,256,0,0.006005000
00,256,256,0.003996000
00,256,0,0.002001000
00,256,256,0.003997000
00,256,256,0.005998000
00,256,0,0.002003000
00,0,256,0.001998000
00,256,0,0.003997000
00,256,256,0.006000000
00,256,0,0.002006000
00,0,256,0.003996000
00,256,0,0.006003000
00,256,0,0.002002000
00,0,256,0.003998000
00,256,0,0.001999000
00,0,256,0.002000000
00,256,0,0.008058000
00,256,256,0.003945000
00,256,0,0.005996000
00,256,256,0.008001000
00,256,0,0.003998000
00,0,256,0.006001000
00,256,0,0.008000000
00,0,256,0.002001000
00,256,0,0.014054000
00,256,256,0.019968000
00,256,0,0.008001000
00,0,256,0.047979000
00,256,0,0.010021000
00,0,256,0.012035000
00,0,256,0.009964000
00,256,0,0.012002000
00,0,256,0.010054000
00,256,0,0.005971000
00,0,256,0.019954000
00,0,256,0.002019000
00,256,0,0.003977000
00,0,256,0.018001000
00,256,0,0.016023000
00,256,0,0.005976000
00,0,256,0.022003000
00,0,256,0.014003000
00,0,256,0.005995000
00,256,0,0.012012000
00,0,256,0.002030000
00,256,0,0.013958000
00,0,256,0.005996000
00,256,0,0.008000000
00,256,0,0.006002000
00,256,0,0.004001000
00,0,256,0.006000000
00,0,256,0.010033000
00,256,0,0.006021000
00,256,0,0.005963000
00,0,256,0.005984000
00,256,0,0.003996000
00,256,256,0.008003000
00,0,256,0.005996000
00,256,0,0.008051000
00,0,256,0.006016000
00,512,0,0.005935000
00,0,256,0.010022000
00,256,0,0.003975000
00,0,256,0.010043000
00,256,0,0.009999000
00,0,256,0.007983000
00,256,0,0.002001000
00,256,0,0.001982000
00,0,256,0.007996000
00,256,0,0.006024000
00,0,256,0.009998000
00,256,0,0.010035000
00,256,0,0.001962000
00,0,256,0.005980000
00,256,0,0.006002000
00,0,256,0.002002000
00,256,0,0.003995000
00,256,256,0.008001000
00,256,256,0.006001000
00,256,0,0.004022000
00,0,256,0.002046000
00,256,0,0.007956000
00,256,0,0.002001000
00,256,256,0.011979000
00,256,256,0.001999000
00,256,0,0.001998000
00,0,256,0.004016000
00,256,0,0.005986000
00,256,0,0.002004000
00,0,256,0.005998000
00,256,0,0.004020000
00,256,0,0.007983000
00,256,0,0.001997000
00,0,256,0.001999000
00,256,0,0.006020000
00,256,256,0.003999000
00,256,0,0.008003000
00,256,0,0.003976000
00,256,0,0.002002000
00,0,256,0.003999000
00,256,0,0.004019000
00,256,0,0.001985000
00,256,256,0.008018000
00,512,0,0.003977000
00,256,0,0.002025000
00,256,0,0.001977000
00,0,256,0.004017000
00,256,0,0.003980000
00,256,0,0.004002000
00,0,256,0.002013000
00,256,0,0.004010000
00,256,256,0.001981000
00,256,0,0.001998000
00,256,0,0.005998000
00,256,0,0.002007000
00,0,256,0.003994000
00,256,0,0.004000000
00,256,0,0.001999000
00,256,0,0.010021000
00,0,256,0.002002000
00,256,0,0.001997000
00,256,0,0.009980000
00,256,0,0.004002000
00,0,256,0.002045000
00,256,0,0.007957000
00,256,0,0.004122000
00,256,0,0.011927000
00,256,256,0.008003000
00,256,0,0.003990000
00,256,0,0.011954000
00,256,0,0.002005000
00,0,256,0.002017000
00,256,0,0.007980000
00,256,0,0.004019000
00,256,256,0.001999000
00,256,0,0.008002000
00,256,0,0.004017000
00,256,0,0.005988000
00,256,0,0.007983000
00,256,0,0.009991000
00,0,256,0.002001000
00,256,0,0.168000000
00,256,0,0.011999000
00,256,0,0.009999000
00,256,0,0.006001000
00,256,0,0.005999000
00,256,0,0.008002000
00,256,0,0.003999000
00,256,0,0.010022000
00,256,0,0.019979000
00,256,0,0.003999000
00,0,-257,0.024021000
00,256,0,0.011983000
00,0,-1,0.002019000
00,256,0,0.005982000
00,256,0,0.005995000
00,256,0,0.009999000
00,256,0,0.002006000
00,256,0,0.004011000
00,0,-1,0.007984000
00,256,0,0.002018000
00,256,0,0.009982000
